round_id,player_id,hole_id,shot_id,start_coords,end_coords,club,bearing,rating
151,45,1,1,"(51.60576426300037, -0.22007174187974488)","(51.603637724930294, -0.21949163664257806)",Driver,286.97378621432694,0.8016362578509626
151,45,1,2,"(51.603637724930294, -0.21949163664257806)","(51.60309618536052, -0.21925009133387902)",SW,292.7825927233314,0.9577666927313326
152,45,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60336933577244, -0.219223581799978)",Driver,286.97378621432694,0.9908139016250357
152,45,1,2,"(51.60336933577244, -0.219223581799978)","(51.60318202588502, -0.21922890354131827)",SW,267.30609536100786,0.7914140980947084
152,45,1,3,"(51.60318202588502, -0.21922890354131827)","(51.603078206978346, -0.21923624114710977)",SW,265.9338253417212,0.8831426026733871
153,45,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60367021419239, -0.21941972339054835)",Driver,286.97378621432694,0.8261694575223802
153,45,1,2,"(51.60367021419239, -0.21941972339054835)","(51.603042700968516, -0.2192736209019362)",SW,285.90417100048046,0.9891571490136908
154,45,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60425532013034, -0.21964783050243922)",Driver,286.97378621432694,0.2550203013459379
154,45,1,2,"(51.60425532013034, -0.21964783050243922)","(51.60308374578953, -0.21923982537129422)",PW,288.53712571073737,0.9921464355672749
155,45,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60354442526921, -0.21937752131211202)",Driver,286.97378621432694,0.9335933610335102
155,45,1,2,"(51.60354442526921, -0.21937752131211202)","(51.603074032058686, -0.2192420874670281)",SW,285.2380475547739,0.9696357356333212
156,45,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604217299734515, -0.21959148624784955)",Driver,286.97378621432694,0.2635525420440952
156,45,1,2,"(51.604217299734515, -0.21959148624784955)","(51.60328859613445, -0.21929615844612305)",SW,286.6144362880094,0.7118566124593291
156,45,1,3,"(51.60328859613445, -0.21929615844612305)","(51.60298493954641, -0.21923659988495317)",SW,282.73779150552025,0.9957443314180622
157,46,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60509585712237, -0.22005469703599664)",Driver,286.97378621432694,0.36852938358164367
157,46,1,2,"(51.60509585712237, -0.22005469703599664)","(51.60451206443218, -0.2195954804463892)",5-Hybrid,291.6052385096198,0.9920873728817727
157,46,1,3,"(51.60451206443218, -0.2195954804463892)","(51.60408438094083, -0.21958405403108044)",3-Wood,283.57573431307316,0.3354999142472982
157,46,1,4,"(51.60408438094083, -0.21958405403108044)","(51.60336089443889, -0.21928999677566915)",3-Wood,288.21902638767557,0.6664040484916627
157,46,1,5,"(51.60336089443889, -0.21928999677566915)","(51.60323966744607, -0.2192587711167531)",LW,278.9014833635039,0.4731231327785263
157,46,1,6,"(51.60323966744607, -0.2192587711167531)","(51.60324685838094, -0.21925733074379983)",LW,275.50088116816823,0.31782412024992496
157,46,1,7,"(51.60324685838094, -0.21925733074379983)","(51.60317346659386, -0.21923369372801924)",LW,274.9240290754812,0.7162661159676726
158,46,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60496635709397, -0.219811955586233)",3-Wood,286.97378621432694,0.7056545235211804
158,46,1,2,"(51.60496635709397, -0.219811955586233)","(51.60460594226682, -0.2197004533535162)",5-Hybrid,286.53155855354316,0.6887656583085965
158,46,1,3,"(51.60460594226682, -0.2197004533535162)","(51.60437187771244, -0.21958301460353472)",3-Wood,286.37951741810843,0.11138690190284835
158,46,1,4,"(51.60437187771244, -0.21958301460353472)","(51.60419934033893, -0.21959788237781092)",3-Wood,284.4397087041397,0.0736597964308781
158,46,1,5,"(51.60419934033893, -0.21959788237781092)","(51.60351842234375, -0.21944709682417562)",3-Wood,287.1449140350013,0.561672664365446
158,46,1,6,"(51.60351842234375, -0.21944709682417562)","(51.60323965848537, -0.21926581511716867)",LW,293.34321784061643,0.6593104149986229
158,46,1,7,"(51.60323965848537, -0.21926581511716867)","(51.60303193829234, -0.21916348826278506)",LW,277.4646935276447,0.9910150598661706
159,47,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60400444241359, -0.2195499723223928)",Driver,286.97378621432694,0.8217415537932813
159,47,1,2,"(51.60400444241359, -0.2195499723223928)","(51.60322043923333, -0.2192826982098929)",SW,287.8029522462378,0.6842971202565686
159,47,1,3,"(51.60322043923333, -0.2192826982098929)","(51.60306396226759, -0.21924217327116774)",LW,283.31418281352103,0.9404865333525543
160,47,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604599147420274, -0.21991465476074223)",Driver,286.97378621432694,0.22257323116178107
160,47,1,2,"(51.604599147420274, -0.21991465476074223)","(51.60329992378074, -0.2192220041813543)",4-Hybrid,293.3790946564364,0.8917680074511642
160,47,1,3,"(51.60329992378074, -0.2192220041813543)","(51.60302090829085, -0.2192321024901376)",LW,266.2549107706485,0.9995236115361951
161,47,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60404243938755, -0.21956484903599305)",3-Wood,286.97378621432694,0.8799219551748128
161,47,1,2,"(51.60404243938755, -0.21956484903599305)","(51.603745080889404, -0.219464265865613)",SW,287.9410077547709,0.1298834205403868
161,47,1,3,"(51.603745080889404, -0.219464265865613)","(51.60323408654637, -0.21930508676851607)",LW,287.6252894527865,0.6068439094865776
161,47,1,4,"(51.60323408654637, -0.21930508676851607)","(51.603070412268515, -0.21924712130354818)",LW,288.4561087223226,0.9317732773793609
162,47,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60363969522227, -0.21951968205226008)",Driver,286.97378621432694,0.9624008381165624
162,47,1,2,"(51.60363969522227, -0.21951968205226008)","(51.60330023836444, -0.21934690291017275)",LW,294.94532154988474,0.5122040726812661
162,47,1,3,"(51.60330023836444, -0.21934690291017275)","(51.60309700958015, -0.21926470073999357)",LW,292.22782355052686,0.9012837791975057
163,47,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60369097189159, -0.2194299100732534)",Driver,286.97378621432694,0.9931974528336072
163,47,1,2,"(51.60369097189159, -0.2194299100732534)","(51.603055924058246, -0.2192511864215255)",LW,286.249628540214,0.9860895733391735
164,47,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60488109462109, -0.22010223159983952)",Driver,286.97378621432694,0.1672993303618272
164,47,1,2,"(51.60488109462109, -0.22010223159983952)","(51.60347241900938, -0.21913793242454618)",3-Wood,295.07598073075377,0.5272497394483694
164,47,1,3,"(51.60347241900938, -0.21913793242454618)","(51.6031317677425, -0.21915740126251496)",LW,256.91034606621594,0.6501057532747515
164,47,1,4,"(51.6031317677425, -0.21915740126251496)","(51.60307700329215, -0.21924817869402577)",LW,229.2624179975868,0.9364108612794195
165,48,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60423923488701, -0.21951070805116596)",Driver,286.97378621432694,0.9814627462712197
165,48,1,2,"(51.60423923488701, -0.21951070805116596)","(51.60311446082238, -0.2190529162553996)",6-Iron,282.7222174305348,0.7197842348049079
165,48,1,3,"(51.60311446082238, -0.2190529162553996)","(51.60308098118538, -0.21913834650157016)",SW,202.63851131425076,0.7638587539970738
165,48,1,4,"(51.60308098118538, -0.21913834650157016)","(51.603029579281205, -0.21925887995146887)",SW,203.67034710415086,0.9993162731196623
166,49,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60392170463754, -0.21945960240013068)",Driver,286.97378621432694,0.9641220247944553
166,49,1,2,"(51.60392170463754, -0.21945960240013068)","(51.60307061750519, -0.21924520583730414)",SW,283.98365670038424,0.9986053827840623
167,50,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60419792301183, -0.21959421411880675)",Driver,286.97378621432694,0.9773463617145073
167,50,1,2,"(51.60419792301183, -0.21959421411880675)","(51.60397671916519, -0.21953920343679803)",5-Hybrid,286.99922427679627,0.08376271940848207
167,50,1,3,"(51.60397671916519, -0.21953920343679803)","(51.603245268158695, -0.21928986546122806)",PW,287.69975888768306,0.643588472352491
167,50,1,4,"(51.603245268158695, -0.21928986546122806)","(51.60314922690941, -0.21926713428430827)",SW,283.649780516059,0.7626290651448483
168,50,1,1,"(51.60576426300037, -0.22007174187974488)","(51.6040673803576, -0.21952190287261675)",Driver,286.97378621432694,0.9815943974427866
168,50,1,2,"(51.6040673803576, -0.21952190287261675)","(51.60312446511094, -0.21928226699325437)",9-Iron,285.3376695732259,0.9885494263632495
169,51,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60475193817516, -0.21976081234318143)",Driver,286.97378621432694,0.24824133578814644
169,51,1,2,"(51.60475193817516, -0.21976081234318143)","(51.60341638226865, -0.21939828975293812)",3-Wood,286.91450671805933,0.6983709989490023
169,51,1,3,"(51.60341638226865, -0.21939828975293812)","(51.60309660474231, -0.21927107770174442)",LW,292.73346362622124,0.9267202778863626
170,51,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60423213537975, -0.2196197566238427)",Driver,286.97378621432694,0.9562838166674559
170,51,1,2,"(51.60423213537975, -0.2196197566238427)","(51.603096513834465, -0.21923508934725183)",6-Iron,287.658042094475,0.9922571101138489
171,51,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60530285211011, -0.21992600296087558)",3-Wood,286.97378621432694,0.13142318118223809
171,51,1,2,"(51.60530285211011, -0.21992600296087558)","(51.60400778523129, -0.21950373753306401)",3-Wood,286.8603101341645,0.9502569488377971
171,51,1,3,"(51.60400778523129, -0.21950373753306401)","(51.60309651565256, -0.2192541018396097)",8-Iron,285.2377474775071,0.9783303985950513
172,51,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604525309227526, -0.21963899862815117)",Driver,286.97378621432694,0.6534827845610984
172,51,1,2,"(51.604525309227526, -0.21963899862815117)","(51.60330054959456, -0.2193145461417394)",3-Wood,285.0328649403503,0.6647416466358527
172,51,1,3,"(51.60330054959456, -0.2193145461417394)","(51.60299617303262, -0.21922174998600283)",LW,285.9348660801247,0.9969194757349622
173,51,1,1,"(51.60576426300037, -0.22007174187974488)","(51.6043570992654, -0.21956966810439488)",Driver,286.97378621432694,0.8629131655149042
173,51,1,2,"(51.6043570992654, -0.21956966810439488)","(51.60364846453974, -0.21942821578472624)",5-Iron,284.050743141855,0.2721614740079409
173,51,1,3,"(51.60364846453974, -0.21942821578472624)","(51.60301323244819, -0.21920634752953597)",LW,287.1685619907321,0.9974385106352666
174,52,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604957245418056, -0.21981505048015462)",3-Wood,286.97378621432694,0.17986719575581894
174,52,1,2,"(51.604957245418056, -0.21981505048015462)","(51.603472538650344, -0.21940416340833072)",3-Wood,286.690437404929,0.5745611154139367
174,52,1,3,"(51.603472538650344, -0.21940416340833072)","(51.60306759797764, -0.21924686286741932)",LW,290.7306838231671,0.9708949577445406
175,53,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60486109294366, -0.219918323805656)",Driver,286.97378621432694,0.8007993151782788
175,53,1,2,"(51.60486109294366, -0.219918323805656)","(51.60450536627514, -0.21988249834779144)",3-Wood,290.41750437092486,0.13961288947695452
175,53,1,3,"(51.60450536627514, -0.21988249834779144)","(51.60383477781376, -0.2196813200825804)",5-Hybrid,293.6541554340718,0.6350995094030542
175,53,1,4,"(51.60383477781376, -0.2196813200825804)","(51.603062048108455, -0.21949649193705278)",5-Hybrid,298.98591984567776,0.6933883285103958
175,53,1,5,"(51.603062048108455, -0.21949649193705278)","(51.60305519310029, -0.21946816651304119)",SW,354.38568259096724,0.35589403076593906
175,53,1,6,"(51.60305519310029, -0.21946816651304119)","(51.603064406318445, -0.219424482452829)",SW,355.3962940951915,0.4052336124078657
175,53,1,7,"(51.603064406318445, -0.219424482452829)","(51.602991979583734, -0.21925995619847374)",SW,351.51158822153604,0.9811619322985841
176,53,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60476383741184, -0.21975869161081077)",3-Wood,286.97378621432694,0.9978174249815809
176,53,1,2,"(51.60476383741184, -0.21975869161081077)","(51.60393233693168, -0.21950700687920144)",3-Wood,286.74006189425586,0.8983634322336467
176,53,1,3,"(51.60393233693168, -0.21950700687920144)","(51.60337529390052, -0.21950355524972878)",5-Hybrid,286.6467011236049,0.5276531439276716
176,53,1,4,"(51.60337529390052, -0.21950355524972878)","(51.6032464618593, -0.21944718710159034)",SW,307.9825489349288,0.40878723206855655
176,53,1,5,"(51.6032464618593, -0.21944718710159034)","(51.603015959225225, -0.21923983261566676)",SW,314.76060017621506,0.9993155556584689
177,54,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60413794459513, -0.21993506043966024)",Driver,286.97378621432694,0.5593796601279927
177,54,1,2,"(51.60413794459513, -0.21993506043966024)","(51.6029799130037, -0.21947836093813874)",6-Iron,302.28863155440297,0.6784243112073333
177,54,1,3,"(51.6029799130037, -0.21947836093813874)","(51.60301253594981, -0.21934576910908649)",LW,13.371854528400434,0.8048864046617141
178,54,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604780839622634, -0.21983706607577663)",Driver,286.97378621432694,0.22651356513733023
178,54,1,2,"(51.604780839622634, -0.21983706607577663)","(51.60434207856178, -0.21982601842715443)",6-Iron,288.9208059903332,0.15101170323719038
178,54,1,3,"(51.60434207856178, -0.21982601842715443)","(51.60355047658531, -0.21916915803676948)",6-Iron,294.20578032265314,0.6646925020846399
178,54,1,4,"(51.60355047658531, -0.21916915803676948)","(51.603044786387024, -0.21923434051985552)",LW,262.23262572653374,0.9927051644541804
179,54,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604251943284964, -0.21930695747708892)",Driver,286.97378621432694,0.6341640490905732
179,54,1,2,"(51.604251943284964, -0.21930695747708892)","(51.6037396494994, -0.21928828094311684)",6-Iron,273.190052005713,0.1763812532085737
179,54,1,3,"(51.6037396494994, -0.21928828094311684)","(51.60325210892133, -0.21937799651392031)",SW,273.9919015358963,0.6629746605533198
179,54,1,4,"(51.60325210892133, -0.21937799651392031)","(51.603216157330635, -0.21935360152924188)",LW,302.79686673914205,0.3851493889369192
179,54,1,5,"(51.603216157330635, -0.21935360152924188)","(51.603130098813274, -0.21927100640771718)",LW,302.51871259983875,0.8085555494747285
180,55,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604380858773986, -0.21964031612765703)",3-Wood,286.97378621432694,0.893725618267756
180,55,1,2,"(51.604380858773986, -0.21964031612765703)","(51.60377080007278, -0.21940534412231502)",6-Iron,286.6154649428327,0.6506359796883008
180,55,1,3,"(51.60377080007278, -0.21940534412231502)","(51.60309772060329, -0.21926094710822067)",GW,282.75136938299187,0.9762727670499295
181,55,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60450694158345, -0.21962278657841763)",Driver,286.97378621432694,0.8278070171829157
181,55,1,2,"(51.60450694158345, -0.21962278657841763)","(51.603429462983385, -0.21946820516596632)",6-Iron,284.6220801819122,0.7249128463232228
181,55,1,3,"(51.603429462983385, -0.21946820516596632)","(51.60314061045272, -0.21934416390194594)",SW,300.2454320759174,0.8426448297029006
181,55,1,4,"(51.60314061045272, -0.21934416390194594)","(51.60309583712446, -0.21929688379293183)",SW,315.2970104425796,0.7661544908420098
182,55,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60430710798231, -0.21959845202382716)",3-Wood,286.97378621432694,0.9506757679211431
182,55,1,2,"(51.60430710798231, -0.21959845202382716)","(51.60352745179554, -0.2196019596316645)",6-Iron,285.78963037095514,0.49528670874446973
182,55,1,3,"(51.60352745179554, -0.2196019596316645)","(51.60315179239212, -0.21921433441562627)",SW,306.4726768372529,0.932270693794307
183,56,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60538035560709, -0.21995812954348365)",Driver,286.97378621432694,0.0956958641074567
183,56,1,2,"(51.60538035560709, -0.21995812954348365)","(51.6039247792603, -0.2198395538013211)",4-Iron,287.05352836528397,0.6802013019046735
183,56,1,3,"(51.6039247792603, -0.2198395538013211)","(51.603180686290905, -0.21908144336383092)",9-Iron,304.05983631422697,0.6120967784039458
183,56,1,4,"(51.603180686290905, -0.21908144336383092)","(51.60309403782116, -0.21916964580629397)",SW,222.36984628218838,0.819352237887166
183,56,1,5,"(51.60309403782116, -0.21916964580629397)","(51.603071965805654, -0.21920857003938246)",LW,219.45986906648102,0.7961574983504028
184,56,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60513509148817, -0.21966097139876106)",Driver,286.97378621432694,0.17959876227621474
184,56,1,2,"(51.60513509148817, -0.21966097139876106)","(51.6038789184208, -0.21958279903954162)",4-Iron,281.36446769366694,0.6910609293341838
184,56,1,3,"(51.6038789184208, -0.21958279903954162)","(51.60351113928158, -0.21950685897487873)",LW,292.19371066476765,0.488883454077657
184,56,1,4,"(51.60351113928158, -0.21950685897487873)","(51.60312116397229, -0.21922094770543407)",LW,299.43031587894546,0.9433373346310672
185,56,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604039413888756, -0.22000475117765744)",3-Wood,286.97378621432694,0.5634090917232222
185,56,1,2,"(51.604039413888756, -0.22000475117765744)","(51.60320000905028, -0.21933803526197668)",6-Iron,307.36169831510347,0.7319923565850458
185,56,1,3,"(51.60320000905028, -0.21933803526197668)","(51.603034132497946, -0.21916508950135344)",LW,301.18398059413363,0.9914152312467578
186,56,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60421368299738, -0.21956853485381025)",3-Wood,286.97378621432694,0.9924303246862441
186,56,1,2,"(51.60421368299738, -0.21956853485381025)","(51.603832971252274, -0.2194604159453104)",6-Iron,285.63177804402363,0.14003597429450557
186,56,1,3,"(51.603832971252274, -0.2194604159453104)","(51.60331194780819, -0.21932557326622848)",PW,285.5252530453329,0.6241096795370853
186,56,1,4,"(51.60331194780819, -0.21932557326622848)","(51.60314246227146, -0.21926856184395713)",LW,287.4198185143236,0.8286740958496865
187,56,1,1,"(51.60576426300037, -0.22007174187974488)","(51.605089497711084, -0.21979447959503348)",Driver,286.97378621432694,0.17436804271392126
187,56,1,2,"(51.605089497711084, -0.21979447959503348)","(51.603873340673196, -0.21913165007186763)",4-Iron,285.13594345317944,0.6272678571183566
187,56,1,3,"(51.603873340673196, -0.21913165007186763)","(51.60360136237489, -0.21909560401090908)",SW,262.67222400042016,0.30817803217272055
187,56,1,4,"(51.60360136237489, -0.21909560401090908)","(51.60313231592962, -0.2192028035511293)",LW,255.7274987460566,0.913418480771777
188,57,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60425678179417, -0.2196096985191271)",Driver,286.97378621432694,0.37669999337771015
188,57,1,2,"(51.60425678179417, -0.2196096985191271)","(51.60320452805727, -0.21929217293259354)",9-Iron,286.89138008858987,0.6865468902353096
188,57,1,3,"(51.60320452805727, -0.21929217293259354)","(51.60306833139873, -0.21925183691805086)",SW,287.51414314341525,0.9208745538748239
189,57,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60362896888029, -0.21942703394508156)",Driver,286.97378621432694,0.9860913577882064
189,57,1,2,"(51.60362896888029, -0.21942703394508156)","(51.6030520135206, -0.21921715982518208)",SW,287.59515304583266,0.9936866633195292
190,57,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60479423320635, -0.21977697660631537)",Driver,286.97378621432694,0.18877485020808235
190,57,1,2,"(51.60479423320635, -0.21977697660631537)","(51.60422584485946, -0.2194131970209022)",5-Iron,287.01300577428276,0.16696382272234947
190,57,1,3,"(51.60422584485946, -0.2194131970209022)","(51.603303849640824, -0.2192614603580151)",SW,278.3235462807103,0.7329552148065783
190,57,1,4,"(51.603303849640824, -0.2192614603580151)","(51.60318145352149, -0.21925695217252328)",SW,274.757831352593,0.7490672363513435
190,57,1,5,"(51.60318145352149, -0.21925695217252328)","(51.603050039382566, -0.21924257911114295)",SW,276.98274996547724,0.962813579232648
191,57,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60453888669938, -0.21945473407510396)",Driver,286.97378621432694,0.25545769502839816
191,57,1,2,"(51.60453888669938, -0.21945473407510396)","(51.60314257821406, -0.21928910427912254)",6-Iron,278.1643256711727,0.9964458043901184
192,57,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60386837522937, -0.2195268962529595)",Driver,286.97378621432694,0.9111530086630087
192,57,1,2,"(51.60386837522937, -0.2195268962529595)","(51.60301526819011, -0.21923219408327813)",SW,289.0812324169091,0.9991927044916452
193,57,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60358836223034, -0.21962948738390692)",Driver,286.97378621432694,0.6976837096371091
193,57,1,2,"(51.60358836223034, -0.21962948738390692)","(51.60312306251172, -0.21931132713337279)",SW,305.2794246420612,0.913907875185855
194,58,1,1,"(51.60576426300037, -0.22007174187974488)","(51.603589671795405, -0.21937956815778542)",Driver,286.97378621432694,0.957467088839576
194,58,1,2,"(51.603589671795405, -0.21937956815778542)","(51.60301438059941, -0.219227795258271)",LW,284.24190560754704,0.9990044179627213
195,58,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60345298206789, -0.219203161883442)",Driver,286.97378621432694,0.9850995768110755
195,58,1,2,"(51.60345298206789, -0.219203161883442)","(51.60295675957639, -0.2192445457896018)",LW,265.0473113355637,0.9898387946494511
196,59,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60516522511751, -0.21987354437457052)",3-Wood,286.97378621432694,0.5059511126639944
196,59,1,2,"(51.60516522511751, -0.21987354437457052)","(51.604270541044116, -0.21945747753419956)",6-Iron,286.59493600898594,0.9001025622179035
196,59,1,3,"(51.604270541044116, -0.21945747753419956)","(51.60327588560885, -0.21930970248359594)",6-Iron,280.0315111845845,0.6077001340900028
196,59,1,4,"(51.60327588560885, -0.21930970248359594)","(51.60317035994228, -0.21929079847309055)",SW,286.4206852613445,0.7396480057942109
196,59,1,5,"(51.60317035994228, -0.21929079847309055)","(51.603076206477155, -0.2192816699723435)",SW,291.10600245051336,0.8590358230315298
197,59,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60468427857048, -0.219782195092994)",Driver,286.97378621432694,0.816993473354231
197,59,1,2,"(51.60468427857048, -0.219782195092994)","(51.604589005566346, -0.2197179464551932)",6-Iron,288.2405294169314,0.04287558903699749
197,59,1,3,"(51.604589005566346, -0.2197179464551932)","(51.60382513594775, -0.21958334802882962)",6-Iron,287.13998628448246,0.7027626848173443
197,59,1,4,"(51.60382513594775, -0.21958334802882962)","(51.60337314330977, -0.21930704701992057)",8-Iron,293.5808722454618,0.4956517204021119
197,59,1,5,"(51.60337314330977, -0.21930704701992057)","(51.60309761097773, -0.21924816639916747)",SW,281.39839838580576,0.9217242546466806
198,59,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604327955016004, -0.21984153997411254)",Driver,286.97378621432694,0.6564064444641755
198,59,1,2,"(51.604327955016004, -0.21984153997411254)","(51.603655717573695, -0.21970731224976886)",6-Iron,295.0079898939681,0.3270791910568769
198,59,1,3,"(51.603655717573695, -0.21970731224976886)","(51.60341176779088, -0.2195810237722896)",9-Iron,307.0982480458481,0.3581805103174742
198,59,1,4,"(51.60341176779088, -0.2195810237722896)","(51.60294850338795, -0.2192355346635083)",SW,312.34707911799813,0.9876655497938152
199,60,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604779366697464, -0.21975412031217958)",Driver,286.97378621432694,0.9767291604396532
199,60,1,2,"(51.604779366697464, -0.21975412031217958)","(51.60394958305705, -0.21962408598375446)",3-Wood,286.46098925036773,0.6595499006709037
199,60,1,3,"(51.60394958305705, -0.21962408598375446)","(51.603107867016526, -0.21925387076777858)",6-Iron,292.8609100466691,0.9948992216646393
200,60,1,1,"(51.60576426300037, -0.22007174187974488)","(51.605142589730036, -0.21997881880369335)",Driver,286.97378621432694,0.3852016691554561
200,60,1,2,"(51.605142589730036, -0.21997881880369335)","(51.60418599577158, -0.21964857835624982)",6-Iron,289.351901885247,0.9844722114009318
200,60,1,3,"(51.60418599577158, -0.21964857835624982)","(51.6034692529412, -0.21938851824464375)",3-Wood,289.6055777191027,0.6018240767096942
200,60,1,4,"(51.6034692529412, -0.21938851824464375)","(51.60318888765169, -0.21922421785328308)",LW,289.0437266021678,0.8466994767993264
200,60,1,5,"(51.60318888765169, -0.21922421785328308)","(51.60308775515687, -0.21924003176819085)",LW,264.36418268982584,0.8634411408608602
201,60,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60509869086161, -0.2198734644350911)",Driver,286.97378621432694,0.47349616278297124
201,60,1,2,"(51.60509869086161, -0.2198734644350911)","(51.60428720419827, -0.21982979477875636)",6-Iron,287.09760029858467,0.6605702726170044
201,60,1,3,"(51.60428720419827, -0.21982979477875636)","(51.60408275267456, -0.21973241677972122)",6-Iron,295.28073896287407,0.09743062733205075
201,60,1,4,"(51.60408275267456, -0.21973241677972122)","(51.60342476478193, -0.2191887850694205)",3-Wood,295.2440487012752,0.8755186018901793
201,60,1,5,"(51.60342476478193, -0.2191887850694205)","(51.60322798732255, -0.21917607151759344)",LW,262.5924143089071,0.7373687711202237
201,60,1,6,"(51.60322798732255, -0.21917607151759344)","(51.60304833512294, -0.21920916377016378)",LW,251.72264476040382,0.9608708074858779
202,60,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60500135253683, -0.21983924024166213)",Driver,286.97378621432694,0.5771344961576543
202,60,1,2,"(51.60500135253683, -0.21983924024166213)","(51.60444740977834, -0.21972643805309006)",6-Iron,286.9833980110711,0.6338795960716999
202,60,1,3,"(51.60444740977834, -0.21972643805309006)","(51.60341046681826, -0.21954235624833746)",3-Wood,289.053909002769,0.6935865756793294
202,60,1,4,"(51.60341046681826, -0.21954235624833746)","(51.60296993769806, -0.21921218281673832)",LW,309.04673759456597,0.9918004325236485
203,60,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604776379210385, -0.21978929158509125)",Driver,286.97378621432694,0.9741786735549849
203,60,1,2,"(51.604776379210385, -0.21978929158509125)","(51.604608732965524, -0.2196631277508089)",3-Wood,287.5468703503443,0.08521809011972624
203,60,1,3,"(51.604608732965524, -0.2196631277508089)","(51.603841498937406, -0.21947136789926502)",3-Wood,285.09148118940817,0.8600211843714785
203,60,1,4,"(51.603841498937406, -0.21947136789926502)","(51.603129681390676, -0.21924970895273208)",7-Iron,286.0909919006975,0.9425372686772111
204,61,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60333660938103, -0.21918572291294683)",Driver,286.97378621432694,0.9910909864909971
204,61,1,2,"(51.60333660938103, -0.21918572291294683)","(51.60300175405426, -0.21924063440460298)",SW,259.88221311475866,0.9980599114205575
205,61,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60450667033474, -0.21964359283920648)",Driver,286.97378621432694,0.21238555699842687
205,61,1,2,"(51.60450667033474, -0.21964359283920648)","(51.60338758792801, -0.21930931635583473)",8-Iron,285.381314880907,0.6010165371970431
205,61,1,3,"(51.60338758792801, -0.21930931635583473)","(51.60306548818822, -0.21926531062097113)",SW,281.2974881009922,0.9609665273580167
206,61,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60336755753087, -0.2193506412527866)",Driver,286.97378621432694,0.7422958999777092
206,61,1,2,"(51.60336755753087, -0.2193506412527866)","(51.603151442840144, -0.21928779303857127)",SW,288.61332297902277,0.8329902784167875
207,61,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60402194535108, -0.2195099062440199)",Driver,286.97378621432694,0.2926708969471293
207,61,1,2,"(51.60402194535108, -0.2195099062440199)","(51.60334394015185, -0.21930888057543724)",SW,285.36281821147065,0.5425535354269836
207,61,1,3,"(51.60334394015185, -0.21930888057543724)","(51.60306408954849, -0.21924874261474642)",SW,282.7753251461767,0.9620217203704823
208,61,1,1,"(51.60576426300037, -0.22007174187974488)","(51.6035811688561, -0.21930908337717028)",Driver,286.97378621432694,0.9074153477465083
208,61,1,2,"(51.6035811688561, -0.21930908337717028)","(51.603303131720246, -0.21927149583939423)",SW,277.3117102694483,0.49591974779970693
